/ACsolution : pglib_opf_case10000_goc__api 0/4 uniform_0.01
/Date : 04-16-2024 05:52:38 EDT
/MachineName : cool1
/Processor : Intel(R) Xeon(R) Linux64 CPU E5-2687W v3 3.10GHz
/OS : Fedora 34 (Workstation Edition)
bus 9073 M 1.0113068346118854 A -1.065363326128659
bus 9074 M 1.0111702550719213 A -1.065816853879709
bus 9075 M 1.0114664315848918 A -1.065671450851141
bus 9076 M 1.0070531371104832 A -1.0125759851737124
bus 9077 M 1.0070946195999189 A -1.0389504840682282
bus 9078 M 1.0095723136026895 A -1.0313760954825726
bus 9079 M 1.017736710897454 A -1.1284605044693647
bus 9080 M 1.0189401847917328 A -1.0753410736181457
bus 9081 M 1.0189273918183408 A -1.0753873371453304
bus 9082 M 1.0178248819089029 A -1.0709126295729545
bus 9083 M 1.0072331319040908 A -1.0131582351227937
bus 9084 M 1.0062206823743631 A -1.0294858619038154
bus 9085 M 1.009564654586814 A -1.0020491382178622
bus 9086 M 1.0108156603301026 A -1.0292185119673902
bus 9087 M 1.0107848084560658 A -1.0293134619282138
bus 9088 M 1.0125236777954014 A -1.0324701298717553
bus 9089 M 1.004245387713663 A -1.0276984650666119
bus 9090 M 1.0145229317223317 A -1.106525784091467
bus 9091 M 1.0130768186074741 A -1.1315851649719115
bus 9092 M 1.013131236944836 A -1.1314144503829542
bus 9093 M 1.0041918346141376 A -1.0259548116723767
bus 9094 M 1.0059442932963025 A -1.0051986431692372
bus 9095 M 1.0047292304938757 A -1.0184031175797148
bus 9096 M 1.0029365986316934 A -1.0363919910654336
bus 9097 M 1.0119214838528314 A -1.0347766363575466
bus 9098 M 1.0081109324585735 A -1.039349234675783
bus 9099 M 1.0123292939171893 A -1.0371315981056284
bus 9100 M 1.016139530326816 A -1.1089206847454887
bus 9101 M 1.0156648429997304 A -1.1308568200293
bus 9102 M 1.0138807482567216 A -1.0381425252118095
bus 9103 M 1.0094114769149407 A -1.036110709531052
bus 9104 M 1.009472632875665 A -1.0359051477079955
bus 9105 M 1.0073044873424377 A -1.0326231260073726
bus 9106 M 1.0117014310370918 A -1.001557915652004
bus 9107 M 1.0157365152072328 A -1.1466687445409351
bus 9108 M 1.0191386252991057 A -1.1181806948219064
bus 9109 M 1.012207466485064 A -1.0409202294555524
bus 9110 M 1.0178014050238635 A -0.9886274341637723
bus 9111 M 1.0171569070917559 A -0.9814127693978032
bus 9112 M 1.017097265937049 A -0.9816319744121229
bus 9113 M 1.0172239301385955 A -0.981206123517058
bus 9114 M 1.016957200154096 A -0.9874125087529935
bus 9115 M 1.0048763994570065 A -1.0333610472675951
bus 9116 M 1.0057135942072695 A -1.0339329462659272
bus 9117 M 1.0101741208798471 A -1.0242398500462555
bus 9118 M 1.0120938951891831 A -1.0153249506768807
bus 9119 M 1.0169134525429286 A -0.9887846986870124
bus 9120 M 1.014004933972879 A -0.9981936897742101
bus 9121 M 1.013953326522209 A -0.9984077064203699
bus 9122 M 1.0177241351757826 A -0.9853354123558781
bus 9123 M 1.0160561241235606 A -1.1685901246802475
bus 9124 M 1.0160802891211669 A -1.1685021641273279
bus 9125 M 1.0164898394888302 A -1.151575439162863
bus 9126 M 1.0164515350020653 A -1.1516595457591179
bus 9127 M 1.0153979771190438 A -1.1658043016387778
bus 9128 M 1.015412583996237 A -1.1657453169875747
bus 9129 M 1.0159253527516636 A -1.164860714004646
bus 9130 M 1.0120618315201255 A -1.2012828351000817
bus 9131 M 1.0133011139174202 A -1.179747698237758
bus 9132 M 1.0135451098459256 A -1.191978204271209
bus 9133 M 1.0134948319073176 A -1.1921624272202915
bus 9134 M 1.0137120408141789 A -1.1937801451825198
bus 9135 M 1.0133306101140853 A -1.0523888710161042
bus 9136 M 1.013266956967619 A -1.0525688511524354
bus 9137 M 1.0131660358981345 A -1.071367069484074
bus 9138 M 1.0119015413048311 A -1.046365029317712
bus 9139 M 1.0128888198149388 A -1.0634009922343493
bus 9140 M 1.0144710602339222 A -1.046954122109088
bus 9141 M 1.0144455395530219 A -1.04700517126931
bus 9142 M 1.015154796106284 A -1.1941801004657342
bus 9143 M 1.0152108525050105 A -1.1835318061650646
bus 9144 M 1.0151723044393106 A -1.1836634383842484
bus 9145 M 1.0153495514368938 A -1.1870696980674835
bus 9146 M 1.0100931578927441 A -1.279020492084176
bus 9147 M 1.0100813015055774 A -1.279062844340592
bus 9148 M 1.0118438656040152 A -1.3020206227252158
bus 9149 M 1.0103948457440264 A -1.244312650461404
bus 9150 M 1.0155705566595057 A -1.2084225132887307
bus 9151 M 1.0100720447212637 A -1.2352023484568904
bus 9152 M 1.0103682833319267 A -1.236703608652434
bus 9153 M 1.0103050591335845 A -1.2315037319468283
bus 9154 M 1.0136831639468316 A -1.2438375722958723
bus 9155 M 1.0196069965722618 A -1.1378037320073744
bus 9156 M 1.0196612327467638 A -0.992109469819625
bus 9157 M 1.017541096423975 A -1.1638661511371247
bus 9158 M 1.0175166868506664 A -1.1639658744186903
bus 9159 M 1.0087902832657527 A -1.2773305287137926
bus 9160 M 1.008798409372877 A -1.2772980131353746
bus 9161 M 1.0146724676602603 A -1.1997635008725251
bus 9162 M 1.0171098294827492 A -1.2296035713907754
bus 9163 M 1.0187433942104454 A -1.0720745037111286
bus 9164 M 1.0140737742971182 A -1.2173031342223393
bus 9165 M 1.014041605305005 A -1.2173879245537047
bus 9166 M 1.0187573023643846 A -1.2561871945857588
bus 9167 M 1.0187351648743297 A -1.256252890400457
bus 9168 M 1.0190027204693937 A -1.2484969108930586
bus 9169 M 1.0164593418862742 A -1.2508637988390834
bus 9170 M 1.0127588205575369 A -1.333814568475748
bus 9171 M 1.0068933922847207 A -1.2979492732441749
bus 9172 M 1.021029257809196 A -1.1371842857072143
bus 9173 M 1.0209765780973026 A -1.134984829807568
bus 9174 M 1.0208866271005845 A -1.135169483702142
bus 9175 M 1.02055096587848 A -1.141592902508848
bus 9176 M 1.0212044890187792 A -1.1401469030153943
bus 9177 M 1.017862014359492 A -1.0235583392732408
bus 9178 M 1.0178386004668647 A -1.0236286902825733
bus 9179 M 1.0202584183279648 A -1.1159443802196005
bus 9180 M 1.014913345088363 A -1.2753655272548503
bus 9181 M 1.0172556692313233 A -1.0874876384380896
bus 9182 M 1.013733653707831 A -1.3540024946143514
bus 9183 M 1.0057625648716035 A -1.3113743734888637
bus 9184 M 1.014784586302353 A -1.0791307569171398
bus 9185 M 1.0170729828879985 A -1.0382508798964678
bus 9186 M 1.0171008327487725 A -1.0381492622284905
bus 9187 M 1.0162397152000615 A -1.0936772882553056
bus 9188 M 1.0126681125781276 A -1.2789140918147281
bus 9189 M 1.0100020555719496 A -1.3045260300269366
bus 9190 M 1.0128487880899948 A -1.2779887045188703
bus 9191 M 1.013305618830355 A -1.2729813675220083
bus 9192 M 1.0133040466441485 A -1.2751528261201661
bus 9193 M 1.0136485852160098 A -1.259818370218598
bus 9194 M 1.014884970898712 A -1.2264967323030642
bus 9195 M 1.011825581096557 A -1.298319737098814
bus 9196 M 1.0092794611667883 A -1.3113219502733142
bus 9197 M 1.019500802905276 A -1.1617388293862678
bus 9198 M 1.0194818747100503 A -1.1618001169488805
bus 9199 M 1.022880524697971 A -1.1458540727770181
bus 9200 M 1.0228978367727142 A -1.1458064966597508
bus 9201 M 1.0228237950897885 A -1.1437704962154993
bus 9202 M 1.013728110825201 A -1.3599561409015553
bus 9203 M 1.0225896009621251 A -1.1404551103999228
bus 9204 M 1.0149262270992638 A -1.0697218071098327
bus 9205 M 1.0150775434125003 A -1.06895454259412
bus 9206 M 1.0160131648801063 A -1.0511918735343946
bus 9207 M 1.0113501408286196 A -1.2936945395583677
bus 9208 M 1.01628240824486 A -1.1513369929522235
bus 9209 M 1.0163016986133924 A -1.151267943204716
bus 9210 M 1.0145085677994117 A -1.1211033020801027
bus 9211 M 1.0128191975941065 A -1.2818426163704462
bus 9212 M 1.0128822654654197 A -1.2816586957708453
bus 9213 M 1.007916441779268 A -1.3166982941404723
bus 9214 M 1.0103837145278658 A -1.2944444475228363
bus 9215 M 1.003533441123305 A -1.2989824247210815
bus 9216 M 1.0136438642527021 A -1.2886829294099558
bus 9217 M 1.0033809816215937 A -1.2994051438248768
bus 9218 M 1.004277074224847 A -1.2993352709728772
bus 9219 M 1.0116632788792919 A -1.2955508678626653
bus 9220 M 1.0170825450378569 A -1.199072930374291
bus 9221 M 1.0021537345680538 A -1.3425739758066726
bus 9222 M 1.0142661222791747 A -1.0573316623652063
bus 9223 M 1.013554044910253 A -1.2616820374306843
bus 9224 M 1.0106893103073047 A -1.3000340190705308
bus 9225 M 1.012701757175764 A -1.2794038926891906
bus 9226 M 1.0124070142078094 A -1.285938377902364
bus 9227 M 1.0103775766711398 A -1.3064891266485845
bus 9228 M 1.010369781425603 A -1.3060649664422408
bus 9229 M 1.0102942810205318 A -1.3068571280702843
bus 9230 M 1.0071226600774368 A -1.3218030980171613
bus 9231 M 1.0070912945272636 A -1.3219203544175349
bus 9232 M 1.0077089876857153 A -1.3201089134291548
bus 9233 M 1.0053789646293498 A -1.3288258446069057
bus 9234 M 1.016032578727393 A -1.0454195862475746
bus 9235 M 1.0160855336472743 A -1.0324240624320618
bus 9236 M 1.0129644253248389 A -1.2726346943658857
bus 9237 M 1.0129891772703605 A -1.2725602899579336
bus 9238 M 1.0085315654585079 A -1.3849249042172336
bus 9239 M 1.0129818271330036 A -1.3737390128345413
bus 9240 M 1.013020200232863 A -1.37361218700016
bus 9241 M 1.0106159451693528 A -1.2942323449254063
bus 9242 M 1.0047129584557168 A -1.3524878468077535
bus 9243 M 1.0046946985410414 A -1.3525601638733016
bus 9244 M 1.004728548543724 A -1.3524199809638329
bus 9245 M 1.0055229057770774 A -1.358612727525334
bus 9246 M 1.005494479432885 A -1.3587173388079667
bus 9247 M 1.0151505775481717 A -1.0674690736074286
bus 9248 M 1.0026417870021347 A -1.3424109051991138
bus 9249 M 1.0067443598314612 A -1.089948845446601
bus 9250 M 1.0058821321207987 A -1.0835764493199618
bus 9251 M 1.006600382495821 A -1.0831904999590796
bus 9252 M 1.0065496840747556 A -1.0833272941923227
bus 9253 M 1.0068375083023988 A -1.2480596432444675
bus 9254 M 1.010699320783484 A -1.23774928631857
bus 9255 M 1.0106954703251716 A -1.1097955889365265
bus 9256 M 1.0121976598285547 A -1.1679728022277889
bus 9257 M 1.0131057332228581 A -1.1222089619954156
bus 9258 M 1.0136866216606477 A -1.1307039758640864
bus 9259 M 1.0143371063609412 A -1.1283370618496043
bus 9260 M 1.0142955072307804 A -1.1284885862543594
bus 9261 M 1.014377283057654 A -1.1281867954617153
bus 9262 M 1.00727229945645 A -1.3705768229124518
bus 9263 M 1.0072934992723022 A -1.370514233891529
bus 9264 M 1.0083542220656267 A -1.2969008735877006
bus 9265 M 1.0106066854230078 A -1.2915835227792904
bus 9266 M 1.0106436095961135 A -1.291476802661243
bus 9267 M 1.0113093988852961 A -1.2870965991512235
bus 9268 M 1.0113394172286854 A -1.2869898007055947
bus 9269 M 1.012821452517077 A -1.2774110414352922
bus 9270 M 1.0124385618180716 A -1.2872090847882083
bus 9271 M 1.0025801807489612 A -1.3397953896993573
bus 9272 M 1.0191076652940605 A -1.0369225658587424
bus 9273 M 1.009608030702601 A -1.1968045913693013
bus 9274 M 1.0066836740329936 A -1.2292628620180444
bus 9275 M 1.0058008507346146 A -1.237048549805597
bus 9276 M 1.0058622087634979 A -1.272798922635678
bus 9277 M 1.0051303207736069 A -1.262304696688544
bus 9278 M 1.0136692234967242 A -1.093590347409046
bus 9279 M 1.0135383278859644 A -1.099298767371632
bus 9280 M 1.013573517957005 A -1.0991142615689713
bus 9281 M 1.004411373996841 A -1.402367932489458
bus 9282 M 1.004381041665442 A -1.4024478145888024
bus 9283 M 1.013795064139007 A -1.2804621393412956
bus 9284 M 1.0027431356397807 A -1.3196063355472016
bus 9285 M 1.0028156194757611 A -1.3193475590185861
bus 9286 M 1.0132607329383199 A -1.2901869147291496
bus 9287 M 1.013199222121876 A -1.29037783847883
bus 9288 M 1.011935141741584 A -1.2902865686885732
bus 9289 M 1.001873652251642 A -1.3071167084067306
bus 9290 M 1.0017715909535085 A -1.3073696604975624
bus 9291 M 1.001255544569256 A -1.315315238162252
bus 9292 M 0.9984158625553153 A -1.3042973489383196
bus 9293 M 1.001648930606603 A -1.2994163214492658
bus 9294 M 0.9983261766918503 A -1.3046068685248777
bus 9295 M 1.0025031712429575 A -1.3102620267669167
bus 9296 M 1.0142575881943856 A -1.1400899344182285
bus 9297 M 1.0142361320645004 A -1.1401607891223502
bus 9298 M 1.012461911649813 A -1.1808919940916445
bus 9299 M 1.0206411725303293 A -1.039989123475366
bus 9300 M 0.9998496398634056 A -1.3652543511471664
bus 9301 M 0.9978964726685757 A -1.3766787167712273
bus 9302 M 1.0006910702846592 A -1.4147137285463907
bus 9303 M 1.0051313100441162 A -1.2485758935523943
bus 9304 M 1.0073934206653237 A -1.3228299915796722
bus 9305 M 1.0073617155088916 A -1.3229247995153857
bus 9306 M 1.002761434718161 A -1.3488928582802935
bus 9307 M 1.0026930550354456 A -1.349123887418092
bus 9308 M 1.000961391089597 A -1.3284642639966608
bus 9309 M 1.0008615316139304 A -1.336774656293255
bus 9310 M 1.0229140984710867 A -1.0421376679922023
bus 9311 M 0.9985862656398125 A -1.4002089466276297
bus 9312 M 0.9966448017613713 A -1.3756218109800937
bus 9313 M 0.9973319803520792 A -1.3958631879690329
bus 9314 M 0.9969701104641898 A -1.3747557603458944
bus 9315 M 1.0008268142986751 A -1.3216504780392055
bus 9316 M 1.0044951026807127 A -1.2403529262007933
bus 9317 M 1.004434141665217 A -1.2405981050542638
bus 9318 M 0.9997577121654359 A -1.4194513879599795
bus 9319 M 0.9995868585080233 A -1.3656824306456135
bus 9320 M 1.0075224170564046 A -1.3349486977337577
bus 9321 M 1.000092891451375 A -1.3139986362044953
bus 9322 M 0.9980500348993459 A -1.3679985998322175
bus 9323 M 1.001676495748645 A -1.3093037810557369
bus 9324 M 0.9960639578348941 A -1.412096439664037
bus 9325 M 0.996135461363381 A -1.411862772476646
bus 9326 M 0.9944788403735094 A -1.4216908865065203
bus 9327 M 0.9918971238554631 A -1.4254112230138916
bus 9328 M 1.023135224489953 A -1.0419627557333442
bus 9329 M 1.0134523900218442 A -1.1197318286414912
bus 9330 M 0.9916915857535168 A -1.4311295100068342
bus 9331 M 0.9943770042378516 A -1.3862357090931343
bus 9332 M 0.9942506515002545 A -1.3866362118105906
bus 9333 M 0.9962087179735923 A -1.3892350265913134
bus 9334 M 0.9964032501076764 A -1.3916824551703064
bus 9335 M 1.0047758477817794 A -1.3402603201744778
bus 9336 M 1.0020230805816945 A -1.349970105385767
bus 9337 M 0.9992618120237061 A -1.2835524570985533
bus 9338 M 0.9974458605830044 A -1.3517172682105263
bus 9339 M 0.9983932206174415 A -1.2936853993322128
bus 9340 M 0.9971759463812507 A -1.4048681843135218
bus 9341 M 0.9960550930644191 A -1.4193151767961703
bus 9342 M 1.011766984902568 A -1.1930000606239959
bus 9343 M 0.9964927630097605 A -1.3412790553566092
bus 9344 M 1.0007222161766531 A -1.368057338439161
bus 9345 M 0.9975546697197837 A -1.4140726547132219
bus 9346 M 0.9945373345175591 A -1.3714907100741545
bus 9347 M 1.0002088557038673 A -1.3946624709197288
bus 9348 M 0.9962169010648614 A -1.3688761211236105
bus 9349 M 0.9944759412187214 A -1.371687539647868
bus 9350 M 0.9956563933364039 A -1.4213000011520491
bus 9351 M 0.9993694552316024 A -1.398025767470581
bus 9352 M 0.9977675011723051 A -1.4144645933338498
bus 9353 M 0.9977364392212932 A -1.4145884877445192
bus 9354 M 1.0207447977658275 A -1.0412973823614755
bus 9355 M 1.0207856704947604 A -1.041158208869655
bus 9356 M 1.0206979214298753 A -1.0414464688005134
bus 9357 M 1.0214390712754127 A -1.0442665824842037
bus 9358 M 1.0214137074946446 A -1.0443271463497807
bus 9359 M 0.9916116111850599 A -1.4026102405887586
bus 9360 M 0.9908446770173127 A -1.4079723989521093
bus 9361 M 0.9905530517585193 A -1.4097608153525611
bus 9362 M 0.9946770962339343 A -1.3966300745334514
bus 9363 M 0.994518764154569 A -1.3972403704873326
bus 9364 M 0.9948336125949682 A -1.3960519419258197
bus 9365 M 0.9958806559212371 A -1.4044309714477952
bus 9366 M 0.9941532319966049 A -1.425188944777158
bus 9367 M 1.012264453404748 A -1.157553750325516
bus 9368 M 1.011891659490564 A -1.1612846378579833
bus 9369 M 1.0119516865018636 A -1.1611087896592438
bus 9370 M 1.0121024205621274 A -1.1618979496658177
bus 9371 M 1.0039909381118692 A -1.2622094028781123
bus 9372 M 0.995308745805166 A -1.4305549372650517
bus 9373 M 0.9950341095211991 A -1.431241583362657
bus 9374 M 0.9980838278933223 A -1.3152467992573367
bus 9375 M 0.9983789811198838 A -1.3872239400802016
bus 9376 M 0.9978841041916338 A -1.3158066895318064
bus 9377 M 1.001480220665476 A -1.3110812815503567
bus 9378 M 0.9922034292958284 A -1.4181438801094188
bus 9379 M 0.9920855886766827 A -1.418481133893272
bus 9380 M 0.9916197114361468 A -1.4375051083027082
bus 9381 M 0.9914179173719284 A -1.43806710165262
bus 9382 M 0.9956091643330083 A -1.4137962926000767
bus 9383 M 0.9976674092960095 A -1.393594626169473
bus 9384 M 0.9976170709277363 A -1.3938206165772462
bus 9385 M 0.9965901351323717 A -1.403097997102329
bus 9386 M 1.0149409583908329 A -1.1211464765618027
bus 9387 M 0.9965248049617551 A -1.4103818426864712
bus 9388 M 1.0138726471203658 A -1.1146254411355772
bus 9389 M 1.0138005111445303 A -1.1148690092089386
bus 9390 M 1.0129242082856873 A -1.1260222909963833
bus 9391 M 1.012617240056413 A -1.127267038831708
bus 9392 M 1.0125014691169847 A -1.1276552190268079
bus 9393 M 1.0127365648858018 A -1.1268791226684596
bus 9394 M 1.0125370003831269 A -1.127066773670735
bus 9395 M 1.0124282009640921 A -1.127322807835594
bus 9396 M 1.0125311436053985 A -1.127084979425816
bus 9397 M 0.9943642952621182 A -1.4166548849451994
bus 9398 M 0.9960754956210669 A -1.4005853725027162
bus 9399 M 0.996053361155394 A -1.4244970013577978
bus 9400 M 0.9922454196345838 A -1.421902393095755
bus 9401 M 0.9971162784004599 A -1.403621357746949
bus 9402 M 1.011830393980669 A -1.4160405754192769
bus 9403 M 0.9948404900587557 A -1.4243815701405809
bus 9404 M 0.9903750086221129 A -1.444368247590707
bus 9405 M 0.990218722498848 A -1.4448471206646585
bus 9406 M 1.0127715054336748 A -1.1261962376420764
bus 9407 M 1.0127340615747982 A -1.1263262709219635
bus 9408 M 1.0144737477288075 A -1.1836327036916818
bus 9409 M 1.009191130623492 A -1.4151644342229655
bus 9410 M 0.9949273227216445 A -1.414481485369465
bus 9411 M 0.9946756113844635 A -1.4151649328107894
bus 9412 M 0.9951901493522989 A -1.4138191827200206
bus 9413 M 1.0057109580048753 A -1.3957701777748759
bus 9414 M 1.0119532643285696 A -1.4107729439336563
bus 9415 M 1.0090113386034907 A -1.4178535773283294
bus 9416 M 0.9987011995674354 A -1.4022868637510166
bus 9417 M 0.9948393336152305 A -1.4260265982065672
bus 9418 M 0.9949036969694955 A -1.425775524552756
bus 9419 M 0.9957364250327458 A -1.4075458715740434
bus 9420 M 0.9944844419919746 A -1.4209732130292747
bus 9421 M 0.9952596264050789 A -1.4266809441890833
bus 9422 M 0.9951195279473869 A -1.4271927412913523
bus 9423 M 0.9953905838443304 A -1.4261950152645744
bus 9424 M 0.9921915421775634 A -1.4139753443197032
bus 9425 M 0.9913910758683802 A -1.4074642678542932
bus 9426 M 1.001311780936353 A -1.3338725653548558
bus 9427 M 0.9997567810601313 A -1.343461904135222
bus 9428 M 0.9998275282177702 A -1.3147896966883263
bus 9429 M 0.9978513259022972 A -1.3568955698639924
bus 9430 M 1.0226304356046894 A -1.0477003201299158
bus 9431 M 0.9935161698914275 A -1.3857436676585388
bus 9432 M 1.0001358886227698 A -1.409840608543473
bus 9433 M 0.9950654949519256 A -1.3805370022457086
bus 9434 M 0.9934525991028902 A -1.386004462062014
bus 9435 M 0.9940822289147129 A -1.4355040398213366
bus 9436 M 0.9975158091269055 A -1.4202675152391462
bus 9437 M 0.9902297783134296 A -1.4474979169099567
bus 9438 M 0.9930577593068116 A -1.431930555061634
bus 9439 M 0.9988130188731933 A -1.3665723560672265
bus 9440 M 1.0024928190844669 A -1.3938833787377174
bus 9441 M 1.0298692102338902 A -0.6732982420375001
bus 9442 M 1.0337993558391594 A -0.6949180688389528
bus 9443 M 1.0331671569184993 A -0.6649641347111714
bus 9444 M 1.0298636792697577 A -0.6733144390925467
bus 9445 M 1.0296030300095023 A -0.6721012032863417
bus 9446 M 1.0282234598147346 A -0.8015234817050761
bus 9447 M 1.0274167611398664 A -0.8024993475893667
bus 9448 M 1.0282050188710166 A -0.801611237898752
bus 9449 M 1.0137659472650766 A -0.5802436126130383
bus 9450 M 1.0133383571863486 A -0.5814819368364237
bus 9451 M 1.0137620763862154 A -0.5802607116701834
bus 9452 M 1.022447925018816 A -0.9907866806817502
bus 9453 M 1.0228958428357453 A -0.9824414753461339
bus 9454 M 1.0229277629943598 A -0.9815854954975848
bus 9455 M 1.0224385598051056 A -0.9908358396228522
bus 9456 M 1.0224366132165168 A -0.9908205867464871
bus 9457 M 1.0117170950674033 A -1.0048759085927583
bus 9458 M 1.0117106404022749 A -1.0048981621876565
bus 9459 M 1.0116185664824717 A -1.0049968965150757
bus 9460 M 1.0177485083702225 A -1.0607098223096716
bus 9461 M 1.004821582585971 A -0.9834074025723435
bus 9462 M 1.0187132594062 A -1.0308393524452755
bus 9463 M 1.0177425862760472 A -1.0607278063720826
bus 9464 M 1.0178807718078329 A -1.0619900854356046
bus 9465 M 1.011596041848295 A -0.9770576737962958
bus 9466 M 1.0150253302105516 A -1.0117744727443263
bus 9467 M 1.0165703084312134 A -0.9743611276002163
bus 9468 M 1.0309088380258047 A -0.9704591299361573
bus 9469 M 1.0115856347562588 A -0.9770937213113403
bus 9470 M 1.012392971822242 A -0.9752071818549872
bus 9471 M 1.0160440178875187 A -1.0379223706776102
bus 9472 M 1.0160621051212353 A -1.037889005982823
bus 9473 M 1.0160440178875718 A -1.0379223706773768
bus 9474 M 1.0334157105544781 A -0.9119583295273308
bus 9475 M 1.0333963719707249 A -0.9120256833159152
bus 9476 M 1.033412205816732 A -0.9119694445484736
bus 9477 M 1.0103066198762956 A -1.0021690103250984
bus 9478 M 1.0050233183107151 A -0.9451128558822156
bus 9479 M 1.0056075876660437 A -0.9480017812430859
bus 9480 M 1.0058185840846214 A -0.9114188949756373
bus 9481 M 1.01030030018364 A -1.002222137965443
bus 9482 M 1.0103066198763409 A -1.0021690103248804
bus 9483 M 1.0025436372833099 A -1.338243809349298
bus 9484 M 1.0029232542219584 A -1.3307645102724537
bus 9485 M 1.0028269053538181 A -1.332051457560043
bus 9486 M 1.0027302163187624 A -1.3328231323061692
bus 9487 M 1.003114454825647 A -1.3238408485807796
bus 9488 M 1.0025134771224338 A -1.3383901252119483
bus 9489 M 1.002541229379715 A -1.3382505281414254
bus 9490 M 1.0177006663785773 A -1.0168771404610089
bus 9491 M 1.0176818960533118 A -1.017318990842002
bus 9492 M 1.0177006663786319 A -1.0168771404607528
bus 9493 M 1.0468368299677897 A -0.48367755353883374
bus 9494 M 1.046660473583841 A -0.4927066939916957
bus 9495 M 1.0188767633370368 A -0.444336608856813
bus 9496 M 1.0468295361590014 A -0.48370369739598096
bus 9497 M 1.04495664441707 A -0.4857834640342461
bus 9498 M 1.009570857725057 A -1.026266350023538
bus 9499 M 1.0289170346435523 A -1.023977373912441
bus 9500 M 1.0288886234917376 A -1.02314258413634
bus 9501 M 1.0290424964162603 A -1.0185543965083774
bus 9502 M 1.0289646056564354 A -1.0173258894014325
bus 9503 M 1.0095533117909072 A -1.0263400663632085
bus 9504 M 1.0095708577251075 A -1.0262663500232951
bus 9505 M 1.013902520123865 A -1.0182734587305373
bus 9506 M 1.0138815077887626 A -1.0183361186916047
bus 9507 M 1.0139149405787045 A -1.0182462646970898
bus 9508 M 0.9978619594931663 A -1.2596918920764002
bus 9509 M 1.0036398264756865 A -1.2582899485339742
bus 9510 M 0.9990527709642223 A -1.2599203169298947
bus 9511 M 0.9978263038905103 A -1.2598477805021242
bus 9512 M 1.0349306039827144 A -0.6992619766460753
bus 9513 M 1.0349205061356004 A -0.6992915731925287
bus 9514 M 1.0347146985651228 A -0.6998831187495783
bus 9515 M 1.0084082992108456 A -1.0612042195722222
bus 9516 M 1.0087730331132947 A -1.0421423969757266
bus 9517 M 1.008939635868907 A -1.056837350856954
bus 9518 M 1.0110657695596437 A -0.9281827790865549
bus 9519 M 1.010475595704876 A -0.9392052964890029
bus 9520 M 1.0083940995384875 A -1.061245487263135
bus 9521 M 1.008128050006183 A -1.0627818350232836
bus 9522 M 1.0407398039443896 A -0.5179119454902346
bus 9523 M 1.0407306388624737 A -0.5179384907849508
bus 9524 M 1.0407203911544236 A -0.5180375324799434
bus 9525 M 1.0159064652581742 A -0.9816512892457591
bus 9526 M 1.0173986681523794 A -0.9732078898782995
bus 9527 M 1.0158984345664983 A -0.9816779631395127
bus 9528 M 1.015854405624028 A -0.9817949255990568
bus 9529 M 1.0210188915923162 A -1.1115351706649226
bus 9530 M 1.0209612309875564 A -1.1117004734067237
bus 9531 M 1.0210345563054664 A -1.1115500599156865
bus 9532 M 1.041258148123965 A -0.5350030821717527
bus 9533 M 1.0397598564210777 A -0.5564941758677412
bus 9534 M 1.0412492658620753 A -0.5350376751238678
bus 9535 M 1.0412245659765471 A -0.533869079110433
bus 9536 M 1.0196785612032315 A -1.044960075266591
bus 9537 M 1.0196762970821538 A -1.045054315526864
bus 9538 M 1.0196785612032893 A -1.0449600752663524
bus 9539 M 1.0023710720826526 A -0.7394689380280921
bus 9540 M 1.002288652974504 A -0.739470946442455
bus 9541 M 1.002424433940169 A -0.7396146349729816
bus 9542 M 1.0243867998142275 A -0.8461525111112562
bus 9543 M 1.0244060753884199 A -0.8460757025970695
bus 9544 M 1.0243683122289535 A -0.8462293349047181
bus 9545 M 1.015851324144969 A -0.9755994978440266
bus 9546 M 1.015648437492335 A -0.9760138887496194
bus 9547 M 1.0158513241450322 A -0.9755994978437946
bus 9548 M 1.0093059625255805 A -0.8543089490809805
bus 9549 M 1.0094266018928058 A -0.854451438839723
bus 9550 M 1.0095037153351896 A -0.8543242706765889
bus 9551 M 1.0176557582330212 A -0.9283431787711498
bus 9552 M 1.0187759200316202 A -0.9406147936015713
bus 9553 M 1.017645502702923 A -0.9283740706253131
bus 9554 M 1.0178030433640892 A -0.92586741517297
bus 9555 M 1.017143493857138 A -0.9878960318122689
bus 9556 M 1.0171330596693497 A -0.988009568832495
bus 9557 M 1.0170899424666215 A -0.9880750702569204
bus 9558 M 1.0190323479983938 A -0.9109420557398646
bus 9559 M 1.0190247405039026 A -0.910962879700266
bus 9560 M 1.019039930411743 A -0.9109214304665691
bus 9561 M 1.0045337674240522 A -1.0927501937861785
bus 9562 M 1.0045296507569852 A -1.0927808092061666
bus 9563 M 1.0045337674241195 A -1.0927501937859287
bus 9564 M 1.006813160505358 A -1.4265957075806932
bus 9565 M 1.0140002948022904 A -1.4127642938493918
bus 9566 M 1.014329326523408 A -1.4088515136435447
bus 9567 M 1.006604561407423 A -1.4267114722462138
bus 9568 M 1.0067042708244862 A -1.4269242643354754
bus 9569 M 1.0222607508509607 A -0.9908434778619104
bus 9570 M 1.0222858404490491 A -0.990764577041172
bus 9571 M 1.0222358873347717 A -0.9909238909463527
bus 9572 M 1.0269464947312958 A -0.6334240592146955
bus 9573 M 1.0269286195595366 A -0.6334778463943639
bus 9574 M 1.02694226471332 A -0.6334561311803467
